estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
95929,56309,38855677,Sebastián,Rodríguez,M,2007-08-03,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96079,97738,38881146,Nicolás,Vargas,M,2005-06-29,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96085,121112,38882552,Sergio,Lima,M,2004-01-23,Paraguaya,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96111,29109,38885754,Santiago,Rojas,M,2003-10-19,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96126,8335,38887740,Claudio,Suárez,M,2007-02-09,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96135,127540,38889862,Ezequiel Ezequiel,Herrera,M,2007-07-24,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96159,5180,38893801,Fernando,Suárez,M,2007-07-07,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96176,29310,38896700,Luciana,Sánchez,F,1996-08-31,Argentina,2021,25,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96184,21441,38898546,Martín,Huanca,M,2002-04-16,Paraguaya,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96208,19436,38903990,Ignacio,Pérez,M,2004-11-23,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96218,118627,38905337,Hernán,Moreno,M,2002-01-01,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96223,10811,38906087,Gastón,Peralta,M,2007-09-17,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96331,106921,38929120,Matías,Moreno,M,2003-04-12,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96365,82019,38935876,Pablo,Rodríguez,M,2005-01-03,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96423,30218,38947711,Noelia,Mendoza,F,2003-11-03,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96487,31798,38962452,Claudio,Díaz,M,1995-02-13,Argentina,2020,25,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96519,4549,38968381,Damián,Peralta,M,1999-08-20,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96553,114814,38973786,Ramiro,Flores,M,2007-01-18,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96571,80431,38976951,Ignacio,López,M,1999-02-06,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96597,89402,38984059,Rodrigo,Peralta,M,2002-08-03,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96608,2444,38987756,Alejandro,Ledesma,M,2000-09-09,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96611,126072,38988032,Pablo,Pérez,M,2005-03-13,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96618,106852,38989303,Pablo,Ramírez,M,2004-02-20,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96631,83165,38991883,Federico,Gómez,M,2007-06-04,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96718,100952,39012978,Santiago,Romero,M,2005-10-17,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96757,3777,39019749,Tomás,Ledesma,M,2005-12-05,Argentina,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96817,126291,39031431,Maximiliano,Pérez,M,2001-01-29,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96822,129674,39032692,Claudio,Medina,M,2004-03-11,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96922,137,39052902,Facundo,Ojeda,M,2007-06-18,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
96959,46379,39061235,Ramiro,Cruz,M,2000-02-02,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97001,112480,39068753,Rodrigo,Pereira,M,2006-02-06,Boliviana,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97043,122702,39079082,Paola,Apaza,F,2002-12-03,Peruana,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97054,20731,39080889,Agustín,Rojas,M,2005-08-09,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97113,40523,39090467,Noelia,Condori,F,2005-07-22,Paraguaya,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97128,84594,39094084,Gastón,Morales,M,2002-10-05,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97160,61549,39101530,Pablo,Villalba,M,1999-09-19,Peruana,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97205,104253,39110396,Tomás,Álvarez,M,2003-01-12,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97216,48770,39111496,Gonzalo,Martínez,M,2004-01-04,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97293,117408,39126515,Sergio,Medina,M,2002-09-27,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97335,70750,39133474,Paola,Vera,F,2003-04-04,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97390,110700,39144473,Ignacio,Castro,M,2000-10-26,Argentina,2021,21,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97439,128668,39153456,Noelia,Peralta,F,2007-11-27,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97477,17793,39160929,Iván,Pérez,M,2002-02-28,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97526,15681,39169624,Mariana,Álvarez,F,1997-02-26,Argentina,2024,27,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97578,42062,39178572,Julián,Vega,M,2001-02-08,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97605,44405,39184158,Silvina,Núñez,F,2004-09-09,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97627,110789,39188194,Micaela,Ríos,F,2003-07-18,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97722,58214,39207209,Ramiro,Lima,M,1999-02-21,Uruguaya,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97725,102704,39207461,Ignacio,Peralta,M,2004-05-07,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97787,42326,39223093,Cristian,Moreno,M,2002-12-21,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97823,83605,39230738,Laura,Romero,F,2002-10-28,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97849,74470,39236478,Lucas,Ojeda,M,2003-01-28,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97902,112635,39249213,Florencia,Flores,F,2002-06-04,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
97955,17821,39260207,Mariana,Oliveira,F,2002-01-01,Boliviana,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98209,73240,39309653,Gastón,Ramos,M,2001-08-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98232,12599,39313842,Cecilia,Reyes,F,2006-01-25,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98348,60504,39337404,Sergio,Sánchez,M,2002-09-21,Argentina,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98384,96259,39345348,Hernán,Carrizo,M,1999-11-07,Argentina,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98407,15978,39351316,Lucas,Ledesma,M,2001-07-22,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98470,66692,39362643,Jimena,González,F,1996-11-04,Argentina,2020,24,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98556,65631,39379942,Ramiro,Rodríguez,M,2002-09-02,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98718,65230,39413822,Iván,Ramos,M,2004-09-08,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98771,66532,39424096,Damián,Herrera,M,2002-02-19,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98884,38733,39444945,Leandro,Fuentes,M,2001-02-19,Uruguaya,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98940,22864,39454252,Emilio,Suárez,M,2003-12-21,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98963,9722,39459001,Sabrina,Flores,F,2007-04-04,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
98975,20570,39461752,Sebastián,Medina,M,2004-09-26,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99096,46835,39486008,Claudio,Medina,M,2005-06-21,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99108,66253,39489417,Ezequiel,Mendoza,M,2003-09-14,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99153,30365,39499571,Diego,Martínez,M,1996-03-08,Argentina,2020,24,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99200,129044,39511584,Ramiro,Suárez,M,2001-04-28,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99420,88625,39547119,Federico,Acosta,M,2006-05-13,Argentina,2021,15,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99435,102943,39549716,Ramiro,Medina,M,2004-10-15,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99448,47737,39551888,Andrea,Cruz,F,2005-05-27,Argentina,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99520,18111,39565816,Nicolás,Sánchez,M,2004-03-17,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99557,42736,39574152,Alejandra,Ruiz,F,2001-08-28,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99584,6834,39581057,Silvina,Muñoz,F,2007-12-31,Paraguaya,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99641,5993,39592935,Iván,Vega,M,2007-01-20,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99667,102178,39598092,Paola,Núñez,F,2006-03-26,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99672,97148,39598960,Diego,Torres,M,2002-01-15,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99694,63789,39603467,Nicolás,Quispe,M,2008-01-03,Colombiana,2020,12,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99742,18605,39612876,Alejandro,Suárez,M,2002-01-16,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99798,107647,39622761,Sofía,Molina,F,2005-11-06,Argentina,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99857,48912,39635572,Lucas,Pereira,M,2004-05-01,Brasileña,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99878,125969,39639141,Patricia,Vera,F,2005-07-30,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
99889,115612,39640672,Alejandra,Flores,F,2006-02-01,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100025,126665,39666731,Mariana,López,F,2003-06-23,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100050,72395,39671965,Pablo,López,M,2004-10-27,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100085,31700,39677421,Tomás,Álvarez,M,2000-07-29,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100118,80146,39683192,Claudio,Vargas,M,2004-05-07,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100147,59071,39689727,Alejandro,Castro,M,2002-10-28,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100264,122914,39712257,Iván,Rodríguez,M,2003-05-12,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100272,106475,39713990,Ignacio,Ríos,M,2003-04-16,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100286,18352,39718210,Alejandro,Peralta,M,2000-08-19,Argentina,2020,20,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100294,79422,39719355,Iván Iván,Ojeda,M,2005-03-10,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100302,63084,39721370,Federico,Molina,M,2001-08-29,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100313,28809,39723585,Hernán,Medina,M,2007-12-01,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100319,49764,39726737,Mariela,Vera,F,2007-04-12,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100326,79438,39728397,Julián,Reyes,M,2004-09-24,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100349,10132,39732853,Martín,Pérez,M,2003-04-28,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100485,21797,39761482,Jimena,Martínez,F,1999-05-24,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100486,51716,39761772,Julián,Herrera,M,2003-10-08,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100524,97441,39769060,Leandro,Vera,M,2002-12-17,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100541,107227,39773130,Leandro,Flores,M,2005-05-26,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100583,111712,39781912,Tomás,Santos,M,2007-08-09,Brasileña,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100612,115975,39786835,Gonzalo,Díaz,M,2001-07-18,Argentina,2020,19,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100616,13589,39787861,Ezequiel,Santos,M,2004-06-05,Uruguaya,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100621,126197,39788282,Santiago,Fernández,M,2005-06-10,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100640,90466,39791895,Andrea,Martínez,F,2004-12-28,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100669,88229,39798268,Hernán,Vera,M,2001-12-13,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100692,5577,39803007,Cristian Cristian,Álvarez,M,2006-11-03,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100776,42748,39819651,Agustín,Núñez,M,2003-11-08,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100817,95312,39825106,Valentina,Apaza,F,2007-09-24,No especificado,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100869,28189,39838012,Gonzalo,Bogado,M,2007-07-10,Venezolana,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
100935,3686,39851109,Damián,Molina,M,2004-03-29,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101030,46261,39870967,Fernando,Ríos,M,2002-06-26,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101037,14933,39872736,Claudio,Ramírez,M,2002-01-06,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101127,79132,39890862,Verónica,Rojas,F,2000-03-08,Argentina,2020,20,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101228,32531,39909656,Alejandro,Álvarez,M,2006-03-16,Argentina,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101291,42398,39921788,Emilio,Cruz,M,2003-07-03,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101293,109285,39922153,Federico,Peralta,M,2005-05-24,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101356,109051,39937380,Sergio,Sánchez,M,2003-03-16,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101359,32279,39938151,Verónica,Vega,F,1997-04-09,Argentina,2024,27,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101417,61644,39951546,Martín,Villalba,M,2003-07-28,Colombiana,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101497,45128,39969257,Tomás,Ramos,M,2004-05-07,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
101523,11763,39974572,Nicolás,Huanca,M,1998-08-18,Chilena,2020,22,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
